249530,0,42.398749,7.115402943,35.4253206,0.999531994,-0.027796111,0.012773746,0.027431228,0.999234164,0.027903632,-0.013539576,-0.027540174,0.999528998
249534,0,42.43631856,6.999936501,35.63941725,0.9994833,-0.028960219,0.013944156,0.028567574,0.999211336,0.027578972,-0.014731851,-0.027166371,0.999522366
249560,0,42.39863537,7.132430316,35.44998879,0.999537986,-0.027793805,0.012301147,0.027447389,0.999245272,0.027486867,-0.013055827,-0.027136534,0.999546474
249560,0,42.3608756,7.118900867,35.45643436,0.999540298,-0.027717235,0.01228605,0.027372812,0.999250601,0.027367242,-0.013035388,-0.027018358,0.999549942
249590,0,42.43680829,7.113395136,35.49527502,0.999551574,-0.02737481,0.012135501,0.027029432,0.999248981,0.027764788,-0.012886443,-0.027424322,0.999540818
249590,0,42.35221138,7.029081833,35.64880754,0.999500518,-0.028560976,0.013527177,0.028182268,0.99922707,0.027404801,-0.014299429,-0.027009886,0.999532887
249620,0,42.34862449,7.092261391,35.47724889,0.999543619,-0.027648425,0.012170361,0.027314632,0.999267894,0.026787819,-0.012902092,-0.026443164,0.999567054
249621,0,42.40703852,6.961318398,35.72623067,0.999477069,-0.02917792,0.013936942,0.028787332,0.999208617,0.027448669,-0.014726808,-0.027033107,0.999526054
249650,0,42.34444293,7.089657614,35.48358909,0.9995372,-0.027806886,0.012335418,0.027451347,0.999227779,0.028111719,-0.013107592,-0.027760085,0.999528673
249650,0,42.42300996,6.962730774,35.70070427,0.999489809,-0.028814994,0.013777418,0.028437956,0.999235668,0.026820937,-0.014539732,-0.026415452,0.999545307
249680,0,42.39340828,7.039574939,35.66566227,0.999503452,-0.028657999,0.013098399,0.028307343,0.999255456,0.026215019,-0.013839917,-0.025831221,0.99957051
249680,0,42.39445904,7.106928214,35.49995286,0.999542817,-0.027699386,0.012120294,0.027365458,0.999263485,0.026900188,-0.012856486,-0.026556213,0.999564644
249710,0,42.38383423,7.095462068,35.56815991,0.999538168,-0.027751447,0.012381764,0.027435533,0.999311067,0.024993657,-0.013066844,-0.024642414,0.999610929
249710,0,42.3370763,7.116113395,35.49130953,0.999531806,-0.028074069,0.012166147,0.027727418,0.999229381,0.027781919,-0.012936723,-0.027431576,0.999539969
249740,0,42.37956958,7.099572259,35.50268693,0.999547684,-0.027610395,0.011920312,0.027278899,0.999259651,0.027129547,-0.012660544,-0.026792103,0.99956085
249740,0,42.40505481,7.108355565,35.50078011,0.999542764,-0.027761064,0.01198277,0.027421782,0.999242692,0.027605961,-0.012740067,-0.02726475,0.999547059
249770,0,42.40856625,7.119448223,35.47654663,0.999540217,-0.027853546,0.011980588,0.027503426,0.999216544,0.028458031,-0.012763859,-0.028115439,0.999523189
249770,0,42.39352998,7.118890021,35.46450751,0.999538194,-0.027858038,0.012137884,0.027511797,0.999234413,0.027815258,-0.012903469,-0.027468478,0.999539386
249800,0,42.28757076,7.105493042,35.39865988,0.999518907,-0.02814646,0.013028126,0.02776084,0.999197045,0.028889454,-0.013830801,-0.028513884,0.999497708
249800,0,42.40358466,7.121989776,35.47256429,0.999547775,-0.027647372,0.011826568,0.027316588,0.999254746,0.027271909,-0.012571751,-0.026936514,0.99955809
249830,0,42.41017653,7.094734054,35.46787863,0.999539087,-0.027773579,0.012257293,0.027427018,0.999242991,0.027589929,-0.013014286,-0.027241031,0.999544173
249830,0,42.42508655,6.981534311,35.63715284,0.999489875,-0.028816213,0.013770112,0.0284328,0.999223594,0.027272428,-0.014545309,-0.026866993,0.99953319
249860,0,42.36031542,7.024179884,35.64684479,0.999496258,-0.028710517,0.013525401,0.028348373,0.999253474,0.026246237,-0.014268847,-0.025849592,0.999564004
249860,0,42.39838675,7.109896233,35.47923067,0.999538095,-0.027861194,0.012138772,0.027510564,0.999224984,0.028153162,-0.012913745,-0.027806213,0.999529914
249890,0,42.42595615,6.955600231,35.67812823,0.999484626,-0.029102877,0.013546372,0.028740337,0.99924272,0.026229355,-0.014299463,-0.025826509,0.999564163
249890,0,42.40894791,7.097370159,35.49011193,0.999548967,-0.027468235,0.012139128,0.027127353,0.999256227,0.027406193,-0.012882899,-0.02706453,0.99955067
249920,0,42.39251395,6.939808055,35.62521359,0.999508948,-0.028371603,0.013300912,0.028016087,0.999264228,0.026193537,-0.014034278,-0.025808035,0.999568399
249920,0,42.44318882,6.927371216,35.66374091,0.999498327,-0.028808731,0.013158718,0.02846358,0.999264285,0.025704334,-0.013889546,-0.025316895,0.999582981
249950,0,42.39405851,6.976396845,35.62500866,0.999482863,-0.029127303,0.013623776,0.028760652,0.999238284,0.026375692,-0.014381652,-0.025970224,0.999559261
249950,0,42.4050615,7.084340697,35.46754201,0.999550139,-0.027553438,0.011846033,0.027240106,0.999294771,0.025844498,-0.012549783,-0.025510184,0.999595785
249980,0,42.37412962,6.94825787,35.74732801,0.999504016,-0.028467102,0.013466454,0.028145126,0.999327024,0.023523426,-0.014127035,-0.023132744,0.999632584
249980,0,42.41407977,7.049916565,35.48281402,0.999551432,-0.027429067,0.012024163,0.02709946,0.999274295,0.02676757,-0.012749646,-0.026429714,0.999569366
250010,0,42.46259615,6.864021563,35.74130499,0.999484701,-0.029106553,0.013532949,0.028788021,0.999317086,0.023164872,-0.014197957,-0.022763349,0.999640059
250010,0,42.3826907,6.927065625,35.63854533,0.999493345,-0.028885248,0.013367748,0.028538689,0.999269225,0.02542754,-0.014092459,-0.025033159,0.999587287
250040,0,42.37671491,7.049048883,35.46067233,0.999557932,-0.02730844,0.011755376,0.026999509,0.999305493,0.025681875,-0.012448543,-0.025353132,0.999601047
250040,0,42.45740011,6.898604901,35.64252848,0.999510035,-0.028292592,0.013387279,0.027939423,0.999274783,0.025870766,-0.014109522,-0.025484057,0.999575652
250070,0,42.3565484,6.977664305,35.59576856,0.999509189,-0.028447708,0.013119023,0.028120071,0.999303853,0.024516738,-0.013807335,-0.024135797,0.999613336
250071,0,42.37536842,6.973074426,35.58418888,0.999508424,-0.028289324,0.013513894,0.027933222,0.999275488,0.025850231,-0.014235388,-0.025460037,0.99957448
250100,0,42.41199319,6.929623863,35.62810831,0.999489999,-0.028875784,0.013635651,0.028527187,0.999277769,0.025102597,-0.01435066,-0.024700808,0.999591881
250100,0,42.43021237,6.988880472,35.55148407,0.999512887,-0.028150723,0.013473165,0.027802824,0.999292003,0.02534751,-0.014177176,-0.02496057,0.999587904
250130,0,42.4281166,6.929723911,35.59217387,0.99948777,-0.028868527,0.013813278,0.028523311,0.999291167,0.024567972,-0.014512727,-0.024161388,0.999602725
250130,0,42.45373086,6.937054488,35.61175904,0.999481853,-0.028761418,0.014450119,0.028374834,0.999251802,0.026281269,-0.015195194,-0.025857632,0.999550143
250160,0,42.47949869,7.055757145,35.38159556,0.999546463,-0.027347864,0.012608077,0.02700771,0.999286482,0.02640286,-0.013321142,-0.026050371,0.999571871
250160,0,42.48132339,7.054595794,35.41315982,0.999535765,-0.027670068,0.012752313,0.027326434,0.999278523,0.026376125,-0.013472941,-0.026015405,0.999570747
250190,0,42.53113101,7.025974248,35.45592362,0.999536077,-0.027541757,0.01300315,0.027220089,0.999334104,0.024298468,-0.013663714,-0.023933248,0.999620179
250190,0,42.51293239,7.063421389,35.37158119,0.999532194,-0.027496814,0.013390975,0.027131428,0.99927408,0.026743215,-0.014116608,-0.026367388,0.999552641
250220,0,42.47942019,7.050160074,35.35545559,0.999531728,-0.027582388,0.013249024,0.027226421,0.999282321,0.026335611,-0.013965914,-0.025962555,0.999565355
250220,0,42.53767529,6.891302476,35.54118965,0.999473002,-0.028876635,0.0148276,0.028482539,0.999252567,0.026135262,-0.015571216,-0.025699161,0.999548443
250250,0,42.50358858,7.074842102,35.33358546,0.999531448,-0.02770813,0.013005568,0.027361045,0.999283599,0.026146927,-0.013720734,-0.02577883,0.999573506
250250,0,42.59644795,6.662134948,35.64364708,0.999392451,-0.031073467,0.015785066,0.030645292,0.999174202,0.026679215,-0.016601046,-0.026179268,0.99951941
250280,0,42.61327106,6.915368885,35.59126198,0.999468009,-0.028787659,0.015328745,0.028388949,0.99926852,0.025622126,-0.016055133,-0.025173328,0.999554169
250280,0,42.53912661,7.073045546,35.32002711,0.99952089,-0.027628726,0.01395147,0.027254553,0.999281625,0.026332928,-0.014668993,-0.02594007,0.999555868
250310,0,42.49556464,7.040647731,35.2936245,0.999509111,-0.027842191,0.014364872,0.027440086,0.999245977,0.027468521,-0.015118825,-0.027060863,0.99951945
